Movie Title
Inception
The Dark Knight
Interstellar
The Matrix
Fight Club
Pulp Fiction
Forrest Gump
The Shawshank Redemption
The Godfather
The Lord of the Rings: The Fellowship of the Ring
Drama Girl,2020,tt11580628,"Documentary, Drama",6.4,N/A
Love Like a K-Drama,2023–,tt28628302,"Game-Show, Reality-TV, Romance",6.4,N/A
"The Death of a Composer: Rosa, a Horse Drama",1999,tt0209993,Music,6.7,N/A
Bloody Drama,2017,tt6957816,Horror,3.4,N/A
Hoochie Mamma Drama,2008,tt1249441,Comedy,5.1,N/A
The Shanghai Drama,1938,tt0028809,Drama,6.5,N/A
"Mariah: The Diva, the Demons, the Drama",2018,tt8976760,"Biography, Drama",6.9,N/A
Dubplate Drama,2005–,tt0499386,"Drama, Music",7.2,N/A
Drama Ratu Drama,2022,tt20783840,"Comedy, Drama",N/A,N/A
13 Minutes of Horror: Sci-Fi Horror,2022,tt21821470,"Short, Horror",5.3,N/A
The Sci-Fi Files,1997,tt0212693,Sci-Fi,8.3,N/A
The Greatest Women of Horror and Sci Fi,2011,tt1855382,Documentary,3.6,N/A
Ultimate Sci-Fi Top 10,2004–,tt0426811,Documentary,8.1,N/A
Sci Fi Visionaries,2004,tt3473770,"Documentary, Short",7.5,N/A
Greatest Sci-Fi Movies,2015,tt5645370,Documentary,9.2,N/A
The Greatest Sci-Fi Movies in the Universe,2017,tt7336286,Documentary,N/A,N/A
Discovering Sci Fi on Film,2020,tt14113658,"Documentary, Sci-Fi",N/A,N/A
"Midnight Madness: The History of Horror, Sci-Fi & Fantasy Films",2010–,tt1794248,Documentary,N/A,N/A
Sci Fi Inside: 'King Kong',2005,tt0905367,N/A,N/A,N/A
"Monster High: Frights, Camera, Action!",2014,tt3565904,Animation,6.6,N/A
The Violence Action,2022,tt17677492,"Action, Comedy, Crime",4.8,N/A
Inception: Jump Right Into the Action,2010,tt5295990,"Documentary, Short",8.6,N/A
RAM (Rapid Action Mission),2024,tt30850798,N/A,8.4,N/A
Action U.S.A.,1989,tt0096757,"Action, Thriller",6.0,N/A
Wild C.A.T.S: Covert Action Teams,1994–1995,tt0251515,"Animation, Action, Adventure",6.7,N/A
Action League Now!!,2003–2004,tt0475182,"Animation, Comedy, Family",8.1,N/A
Confessions of an Action Star,2005,tt0337887,"Action, Comedy, Musical",3.9,N/A
Back in Action,1994,tt0109195,"Action, Crime, Drama",5.4,N/A
Rapunzel's Tangled Adventure,2017–2020,tt4902964,"Animation, Action, Adventure",7.7,N/A
Tarzan's New York Adventure,1942,tt0035419,"Action, Adventure",6.5,"$3,060,720"
Bill,2015,tt2978576,"Comedy, Family, History",6.6,N/A
Barney's Great Adventure,1998,tt0120598,"Adventure, Comedy, Drama",3.2,"$12,218,638"
One Piece: Dead End Adventure,2003,tt1006926,"Animation, Action, Adventure",7.2,N/A
One Piece: Clockwork Island Adventure,2001,tt0832449,"Animation, Action, Adventure",6.6,N/A
An Awfully Big Adventure,1995,tt0112427,"Comedy, Drama, Romance",5.8,"$259,724"
Dragon Ball: Mystical Adventure,1988,tt0142248,"Animation, Action, Adventure",6.8,N/A
My Name Is Modesty: A Modesty Blaise Adventure,2004,tt0347591,"Action, Crime, Drama",4.5,N/A
Riverdance: The Animated Adventure,2021,tt10841088,"Animation, Adventure, Comedy",5.5,N/A
Jim Gaffigan: Comedy Monster,2021,tt15907298,Comedy,6.9,N/A
Comedy Central Roast of David Hasselhoff,2010,tt1694505,Comedy,7.2,N/A
The New King of Comedy,2019,tt9368628,"Comedy, Drama",6.2,N/A
Blue Collar Comedy Tour Rides Again,2004,tt0423871,"Comedy, Documentary",7.0,N/A
Comedy Central Roast of Donald Trump,2011,tt1865333,Comedy,7.0,N/A
Comedy Central Roast of Flavor Flav,2007,tt1037714,"Documentary, Comedy",6.9,N/A
Comedy Central Roast of Bruce Willis,2018,tt8301054,Comedy,6.5,N/A
Comedy Premium League,2021–,tt14167428,Comedy,4.8,N/A
Drama v tabore podmoskovnykh tsygan,1908,tt0201578,"Short, Drama",5.2,N/A
The Way of Drama,1944,tt0037272,Drama,6.2,N/A
Fucking Drama,2017,tt6046468,"Short, Comedy, Drama",8.4,N/A
Drama Festa: Hello Dracula,2020,tt12759646,Drama,7.8,N/A
Stewart Lee's Comedy Vehicle,2009–,tt1227802,Comedy,8.7,N/A
Timerider: The Adventure of Lyle Swann,1982,tt0086443,"Action, Adventure, Sci-Fi",5.4,N/A
Downton Abbey: Behind the Drama,2011,tt3493920,Documentary,8.3,N/A
The Accidental Detective 2: In Action,2018,tt7022500,"Action, Comedy, Crime",6.5,"$179,045"
Star Wars: The Empire Strikes Back - The Original Radio Drama,1983,tt12516552,"Action, Adventure, Fantasy",9.0,N/A
Hansika's Love Shaadi Drama,2023,tt26344873,"Drama, Reality-TV",N/A,N/A
Comedy Central Roast of Bob Saget,2008,tt1276947,Comedy,7.4,N/A
Total drama pahkitew island,2014,tt18956302,Animation,N/A,N/A
Krieg in Europa - Das Ukraine-Drama,2021,tt15764122,Documentary,N/A,N/A
The Drama Queen,2013–,tt3231122,Reality-TV,5.4,N/A
Brave New Souls: Black Sci-Fi and Fantasy Writers of the 21st Century,2014,tt3714596,Documentary,6.0,N/A
Sci-Fi Vixens from Beyond,2024,tt31511371,Sci-Fi,5.2,N/A
A Sci-Fi Tribute,2015,tt6323532,"Short, Musical",8.2,N/A
Grampa's Sci-Fi Hits,1965,tt0271530,Documentary,6.3,N/A
A Horror Sci-Fi Picture,2011,tt2918270,"Short, Horror, Music",10.0,N/A
A Horror Sci-Fi Picture: Director's Cut,2013,tt2919016,"Short, Horror, Music",10.0,N/A
Casual Sci-Fi: The Future-ish,2015,tt5542222,"Short, Comedy",N/A,N/A
Once Upon a Trope: Sci-Fi Edition,2024,tt32460280,"Short, Comedy",N/A,N/A
Untitled Sci-Fi Thriller Film,2017,tt6342602,"Sci-Fi, Thriller",N/A,N/A
Stand by for Action,1942,tt0036386,War,6.5,N/A
Action Man,1967,tt0061000,"Crime, Drama, Thriller",6.4,N/A
Machi Action,2013,tt2927080,Comedy,5.7,N/A
Action in Arabia,1944,tt0036579,"Crime, Drama, Romance",6.2,N/A
Kureyon Shinchan: Action Kamen vs Haigure Maô,1993,tt0409848,"Animation, Action, Adventure",6.7,N/A
Legal Action,2018,tt7656570,"Action, Crime, Drama",5.9,N/A
Silent Action,1975,tt0075083,"Action, Crime, Drama",6.4,N/A
A Special Cop in Action,1976,tt0179901,"Thriller, Action, Crime",6.6,N/A
Evasive Action,1998,tt0167145,"Action, Thriller",4.6,N/A
Love and Action in Chicago,1999,tt0176948,"Comedy, Drama, Romance",4.9,N/A
Little Bird's Big Adventure,2017,tt3823116,"Animation, Adventure, Comedy",5.8,N/A
Bill,2015,tt2978576,"Comedy, Family, History",6.6,N/A
Digimon Adventure tri. Part 1: Reunion,2015,tt4307880,"Animation, Action, Adventure",7.3,"$190,581"
Digimon Adventure 02,2000–2001,tt0243694,"Animation, Action, Adventure",7.4,N/A
Space Adventure Cobra,1982,tt0163494,"Animation, Action, Fantasy",7.2,N/A
The Amazing Adventure,1936,tt0027286,"Drama, Romance, Comedy",6.3,N/A
Digimon Adventure: Last Evolution Kizuna,2020,tt9507234,"Animation, Action, Adventure",7.5,N/A
Billy Madison,1995,tt0112508,Comedy,6.4,"$25,588,734"
JoJo's Bizarre Adventure: Diamond Is Unbreakable - Chapter 1,2017,tt6105880,"Action, Adventure, Fantasy",5.8,N/A
The Banana Splits Adventure Hour,1968–1970,tt0062543,"Animation, Adventure, Comedy",7.3,N/A
Unmarried Couples: A Comedy That Will Break You Up,1997,tt0119820,"Comedy, Drama, Romance",5.8,N/A
Hannibal Buress: Comedy Camisado,2016,tt5352432,Comedy,6.6,N/A
God's Comedy,1995,tt0112710,"Comedy, Drama",7.3,N/A
The Smothers Brothers Comedy Hour,1967–1993,tt0061296,Comedy,8.0,N/A
Wild West Comedy Show: 30 Days & 30 Nights - Hollywood to the Heartland,2006,tt0844768,"Documentary, Comedy",6.2,"$603,894"
The Comedy Store,2020,tt10259078,"Documentary, Comedy, History",8.2,N/A
Drama in the Air,1904,tt0448832,Short,5.7,N/A
Comedy Central Roast of Roseanne,2012,tt2231500,Comedy,6.9,N/A
Drama iz starinnoy zhizni,1973,tt0123047,"Drama, History",7.6,N/A
The Unwritten Law: A Thrilling Drama Based on the Thaw-White Tragedy,1907,tt0234955,"Crime, Drama, Short",5.0,N/A
Star Wars: The Original Radio Drama,1981,tt12516530,"Action, Adventure, Fantasy",9.1,N/A
Caminandes: Llama Drama,2014,tt6059374,"Animation, Short, Comedy",6.9,N/A
The Lucy-Desi Comedy Hour,1957–1960,tt0050033,"Comedy, Family",8.3,N/A
KBS Drama Special,2010–,tt9014894,"Comedy, Drama, History",5.5,N/A
Drama Stage,2017–,tt7825580,Drama,7.5,N/A
Drama on the Volga,1913,tt5460396,"Short, Drama",N/A,N/A
Maldita ciudad (un drama cómico),1954,tt0244640,Drama,7.6,N/A
Star Wars: Return of the Jedi - The Original Radio Drama,1996,tt12516558,"Action, Adventure, Fantasy",8.0,N/A
Drama Total Aventura,2021,tt15560792,"Animation, Adventure, Comedy",7.6,N/A
Comedy Central Roast of Rob Lowe,2016,tt6038506,Comedy,6.9,N/A
The Story of the Costume Drama,2008–,tt1333054,Documentary,8.2,N/A
Queens of Drama,2015,tt4103742,Drama,6.6,N/A
Misery Loves Comedy,2015,tt3132632,"Documentary, Comedy",6.3,"$19,634"
Antietam: A Documentary Drama,2000,tt0254102,"Documentary, History, War",6.3,N/A
Knights of Classic Drama at the BBC,2015–,tt5180258,Documentary,8.7,N/A
Drama School,2000–,tt0297549,Documentary,5.7,N/A
Classic Sci-Fi TV: 150 Episodes,2009,tt6724510,"Action, Drama, Horror, Sci-Fi, Thriller",N/A,N/A
Classic Sci-Fi Collection,2015,tt6741796,"Action, Drama, Horror, Sci-Fi, Thriller",N/A,N/A
Sci-Fi Guys,2000–2007,tt7054504,"Animation, Comedy, Fantasy",N/A,N/A
Manslugs! The Making of a Sci-Fi Original,2007,tt7252572,"Documentary, Short, Comedy",N/A,N/A
USB Sci-Fi Short Film,2017,tt7258400,"Short, Sci-Fi",N/A,N/A
Mr. Sci-Fi,2014–,tt22743952,"Documentary, Sci-Fi",N/A,N/A
Episode 61: Interview with Charlotte Kirk - credited as 'Sinclair' from the SCI-FI Thriller &quot;The Lair&quot; (2022),2022,tt23462244,Horror,N/A,N/A
UNTITLED: Carson Kelly Publishing Sci-Fi Novel,2024,tt26493376,Sci-Fi,N/A,N/A
Sci Fi Inside: Seed of Chucky,2004,tt29514215,Documentary,N/A,N/A
The Lion Guard Drama King,2024–,tt12440586,"Animation, Action, Adventure",N/A,N/A
Sci-Fi Flix,1983,tt29708025,"Drama, Horror, Mystery",N/A,N/A
Das Drama von Dresden,2005,tt0790645,Documentary,7.6,N/A
Teen-High (animated drama),2019–,tt13974898,"Animation, Drama",8.7,N/A
Sci-Fi Quest,2016–,tt5567258,"Sci-Fi, Talk-Show",N/A,N/A
